"","gasDayStart","gasInStorage","full","trend","injection","withdrawal","workingGasVolume","injectionCapacity","withdrawalCapacity","year","month"
"1715","2017-12-31",710.0223,64.24,-0.1,1407.45,2521.4,1105.3065,11769.52,20207.27,"2017","12-31"
"1716","2017-12-30",711.1245,64.34,-0.21,1032.44,3338.2,1105.3065,11766.91,20207.3,"2017","12-30"
"1717","2017-12-29",713.4663,64.55,-0.43,362.72,5131.8,1105.3065,11766.38,20208.81,"2017","12-29"
"1718","2017-12-28",718.2782,64.98,-0.47,136.61,5335.8,1105.3065,11765.83,20210.41,"2017","12-28"
"1719","2017-12-27",723.5147,65.46,-0.39,326.56,4618.5,1105.3065,11765.42,20211.37,"2017","12-27"
"1720","2017-12-26",727.4488,65.81,-0.26,678.49,3601.3,1105.3065,11765.8,20210.27,"2017","12-26"
"1721","2017-12-25",730.3765,66.08,-0.18,1148.65,3085.2,1105.2815,11765.65,20210.5,"2017","12-25"
"1722","2017-12-24",732.327,66.26,-0.15,1181.4,2880.6,1105.2755,11765.6,20210.3,"2017","12-24"
"1723","2017-12-23",734.0267,66.41,-0.22,1067.47,3525.5,1105.2755,11765.25,20211.02,"2017","12-23"
"1724","2017-12-22",736.543,66.64,-0.42,612.71,5259.7,1105.2755,11765.11,20211.35,"2017","12-22"
"1725","2017-12-21",741.9976,67.14,-0.56,328.37,6463.7,1105.2305,11764.74,20165.18,"2017","12-21"
"1726","2017-12-20",748.2755,67.7,-0.66,180.89,7424,1105.2305,11764.06,20214.16,"2017","12-20"
"1727","2017-12-19",755.7623,68.38,-0.75,142.23,8435.9,1105.2305,11763.29,20168.92,"2017","12-19"
"1728","2017-12-18",763.872,69.11,-0.7,105.24,7866.2,1105.2305,11762.56,20218.33,"2017","12-18"
"1729","2017-12-17",771.6745,69.82,-0.49,250.59,5693.4,1105.2289,11761.83,20220.19,"2017","12-17"
"1730","2017-12-16",777.134,70.31,-0.52,275.66,6002.6,1105.2289,11761.05,20222.28,"2017","12-16"
"1731","2017-12-15",782.9059,70.91,-0.61,280.16,7009.6,1104.1489,11760.23,20224.39,"2017","12-15"
"1732","2017-12-14",788.6693,71.43,-0.62,224.62,7037.2,1104.1489,11759.5,20226.39,"2017","12-14"
"1733","2017-12-13",795.5926,72.05,-0.74,124.15,8249.7,1104.1489,11758.98,20227.84,"2017","12-13"
"1734","2017-12-12",803.8486,72.8,-0.81,123.79,9070.4,1104.1489,11758.23,20229.93,"2017","12-12"
"1735","2017-12-11",812.9174,73.62,-0.7,104.41,7798.2,1104.1489,11767.09,20232.02,"2017","12-11"
"1736","2017-12-10",820.6273,74.32,-0.57,115.93,6423.4,1104.1576,11766.54,20234.04,"2017","12-10"
"1737","2017-12-09",827.0364,74.9,-0.56,95.01,6259.9,1104.1576,11765.84,20235.89,"2017","12-09"
"1738","2017-12-08",833.2557,75.47,-0.56,101.94,6237.2,1104.1576,11765.18,20237.8,"2017","12-08"
"1739","2017-12-07",839.3876,76.02,-0.58,285.58,6671.7,1104.1576,11764.66,20239.04,"2017","12-07"
"1740","2017-12-06",845.9459,76.61,-0.53,430.21,6268.3,1104.1576,11764.44,20239.44,"2017","12-06"
"1741","2017-12-05",851.6933,77.14,-0.54,389.03,6405.9,1104.1576,11763.74,20241.44,"2017","12-05"
"1742","2017-12-04",857.7293,77.68,-0.59,228.98,6718.1,1104.1576,11810.25,20243.07,"2017","12-04"
"1743","2017-12-03",864.2764,78.27,-0.49,400.84,5843.6,1104.1561,11809.59,20244.95,"2017","12-03"
"1744","2017-12-02",869.7634,78.77,-0.55,170.1,6268.4,1104.1561,11808.8,20247.24,"2017","12-02"
"1745","2017-12-01",875.9421,79.33,-0.68,56.12,7520.3,1104.1561,11807.98,20249.59,"2017","12-01"
"1746","2017-11-30",882.8205,79.97,-0.64,128.56,7197.1,1103.9241,11737.54,20193.21,"2017","11-30"
"1747","2017-11-29",890.4486,80.86,-0.63,65.18,7030,1101.2769,11736.75,20179.48,"2017","11-29"
"1748","2017-11-28",897.2504,81.47,-0.52,86.58,5844.2,1101.2769,11736.74,20179.71,"2017","11-28"
"1749","2017-11-27",903.323,82.03,-0.48,184.38,5491.4,1101.2769,11735.99,20181.84,"2017","11-27"
"1750","2017-11-26",909.0419,82.54,-0.28,244.81,3313.1,1101.2742,11735.16,20183.82,"2017","11-26"
"1751","2017-11-25",912.0647,82.82,-0.25,250.64,2968.7,1101.2742,11734.42,20185.71,"2017","11-25"
"1752","2017-11-24",914.7806,83.07,-0.33,188.7,3815.1,1101.2742,11733.3,20188.77,"2017","11-24"
"1753","2017-11-23",918.4328,83.44,-0.28,210.43,3272.8,1100.761,11685.62,20179.35,"2017","11-23"
"1754","2017-11-22",921.4934,83.71,-0.26,391.64,3205.5,1100.761,11685.17,20180.43,"2017","11-22"
"1755","2017-11-21",924.3041,83.97,-0.34,318.66,4046.3,1100.761,11684.63,20182.06,"2017","11-21"
"1756","2017-11-20",928.0943,84.31,-0.43,160.99,4843.9,1100.761,11683.89,20184.2,"2017","11-20"
"1757","2017-11-19",932.329,84.7,-0.28,210.7,3298.5,1100.7781,11683.45,20186.58,"2017","11-19"
"1758","2017-11-18",935.46,84.98,-0.26,303.73,3197.4,1100.7781,11682.8,20188.54,"2017","11-18"
"1759","2017-11-17",938.3961,85.25,-0.34,232.55,3960.3,1100.7781,11681.78,20191.32,"2017","11-17"
"1760","2017-11-16",942.3073,85.6,-0.32,305.72,3793.6,1100.7781,11680.65,20194.21,"2017","11-16"
"1761","2017-11-15",945.8556,85.94,-0.38,321.17,4449.3,1100.5541,11689.81,20181.59,"2017","11-15"
"1762","2017-11-14",950.0404,86.32,-0.41,196.12,4659.9,1100.5541,11688.46,20171.89,"2017","11-14"
"1763","2017-11-13",955.0813,86.78,-0.35,205.06,4054.9,1100.5541,11687.68,20174.19,"2017","11-13"
"1764","2017-11-12",958.461,87.09,-0.15,450.07,2088.7,1100.5699,11702.92,20159.49,"2017","11-12"
"1765","2017-11-11",960.1222,87.24,-0.13,555.87,2033.9,1100.5699,11703.01,20159.44,"2017","11-11"
"1766","2017-11-10",961.6425,87.38,-0.19,382.2,2454.1,1100.5699,11702.55,20160.62,"2017","11-10"
"1767","2017-11-09",964.3152,87.62,-0.25,440.45,3137.9,1100.5699,11705.18,20153.91,"2017","11-09"
"1768","2017-11-08",966.5078,87.82,-0.31,308.06,3718.1,1100.5699,11704.1,20156.97,"2017","11-08"
"1769","2017-11-07",969.9277,88.13,-0.28,354.42,3412.4,1100.5699,11703.55,20158.57,"2017","11-07"
"1770","2017-11-06",972.9811,88.41,-0.22,280.49,2725.7,1100.5699,11703.08,20159.79,"2017","11-06"
"1771","2017-11-05",975.4504,88.63,-0.01,739.82,861.9,1100.5562,11703.27,20156.57,"2017","11-05"
"1772","2017-11-04",975.5324,88.64,0,985.01,941.1,1100.5562,11703.66,20155.44,"2017","11-04"
"1773","2017-11-03",975.404,88.63,-0.07,647.65,1391.8,1100.5562,11703.18,20156.75,"2017","11-03"
"1774","2017-11-02",976.1076,88.69,-0.08,535.96,1459.1,1100.5562,11703.23,20156.84,"2017","11-02"
"1775","2017-11-01",977.4279,88.81,-0.04,583.5,1059.3,1100.5562,11703.47,20155.99,"2017","11-01"
"1776","2017-10-31",977.8323,88.85,-0.07,539.85,1351,1100.5075,11607.79,19952.45,"2017","10-31"
"1777","2017-10-30",978.7032,88.93,-0.06,716.63,1347.2,1100.5075,11524.91,19952.35,"2017","10-30"
"1778","2017-10-29",979.376,89,0.14,2008.82,423.9,1100.4506,11524.21,19950.97,"2017","10-29"
"1779","2017-10-28",977.8407,88.79,0.16,2051.66,336.4,1101.3128,11689.35,20226.89,"2017","10-28"
"1780","2017-10-27",976.1182,88.7,0.09,1328.93,386.4,1100.4506,11524.22,19950.97,"2017","10-27"
"1781","2017-10-26",975.3117,88.63,0.07,1224.04,451,1100.4506,11524.22,19950.97,"2017","10-26"
"1782","2017-10-25",974.6381,88.57,0.14,1671.29,163.3,1100.4506,11524.22,19950.97,"2017","10-25"
"1783","2017-10-24",973.2073,88.44,0.09,1421.03,390.9,1100.4506,11524.23,19950.97,"2017","10-24"
"1784","2017-10-23",972.2294,88.35,0.07,1376.6,599.2,1100.4506,11524.22,19950.97,"2017","10-23"
"1785","2017-10-22",971.5639,88.28,0.22,2583.26,142.8,1100.5347,11373.33,19304.78,"2017","10-22"
"1786","2017-10-21",969.0969,88.06,0.24,2813.34,120.5,1100.5347,11373.34,19304.78,"2017","10-21"
"1787","2017-10-20",966.3916,87.81,0.17,2162.09,339.9,1100.5347,11373.34,19304.78,"2017","10-20"
"1788","2017-10-19",964.628,87.65,0.16,1975.6,239.3,1100.5347,11547.14,19304.78,"2017","10-19"
"1789","2017-10-18",962.8607,87.49,0.13,1907.06,510.8,1100.5347,11547.14,19304.78,"2017","10-18"
"1790","2017-10-17",961.4622,87.36,0.18,2341.42,375.7,1100.5347,11547.14,19304.78,"2017","10-17"
"1791","2017-10-16",959.4934,87.17,0.22,2692.65,254.2,1100.7463,11639.33,19385.58,"2017","10-16"
"1792","2017-10-15",957.1303,86.95,0.34,3851.63,73.9,1100.7721,11639.69,19386.14,"2017","10-15"
"1793","2017-10-14",953.3585,86.61,0.34,3809.62,111.2,1100.7721,11639.69,19386.14,"2017","10-14"
"1794","2017-10-13",949.6307,86.27,0.18,2487.55,536.1,1100.7721,11639.66,19386.14,"2017","10-13"
"1795","2017-10-12",947.6789,86.09,0.15,2281.91,641.9,1100.7721,11629.65,19386.14,"2017","10-12"
"1796","2017-10-11",946.0391,85.98,0.05,1423.35,842.8,1100.3161,11645.77,19386.14,"2017","10-11"
"1797","2017-10-10",945.413,85.92,0.02,1130.52,882.1,1100.3161,11645.78,19386.14,"2017","10-10"
"1798","2017-10-09",945.1853,85.9,0.06,1328.64,668.8,1100.3161,11660.01,19386.14,"2017","10-09"
